"","time","sd"
"274",274,0.135019536162806
"275",275,0.130009225275399
"276",276,0.136810462685561
"277",277,0.197108481185028
"278",278,0.188408865336949
"279",279,0.229251822169234
"280",280,0.206620937394023
"281",281,0.247011939675992
"282",282,0.251822263180466
"283",283,0.235801469983608
"284",284,0.230797500468878
"285",285,0.186085185970575
"286",286,0.221065220643546
"287",287,0.176407394871575
"288",288,0.204502102043847
"289",289,0.18611977377578
"290",290,0.162067451848017
"291",291,0.140336031297683
"292",292,0.17342329740952
"293",293,0.179803417346144
"294",294,0.174368137066802
"295",295,0.183242936014667
"296",296,0.167600256001016
"297",297,0.164281724677902
"298",298,0.163649157434801
"299",299,0.164997369967268
"300",300,0.183529870722408
"301",301,0.15876727781518
"302",302,0.139584476798196
"303",303,0.169520467815516
"304",304,0.139822929385326
"305",305,0.152379519086901
"306",306,0.133400301640227
"307",307,0.116251982138121
"308",308,0.133984094203183
"309",309,0.145103864650054
"310",310,0.126399654503689
"311",311,0.161422716192158
"312",312,0.153768034376546
"313",313,0.138074465089335
"314",314,0.161935348690638
"315",315,0.124577144508257
"316",316,0.144066434892297
"317",317,0.154436085782265
"318",318,0.150446122054001
"319",319,0.119876830665288
"320",320,0.125773469956348
"321",321,0.163791078002322
"322",322,0.195122799834952
"323",323,0.16295138637887
"324",324,0.153709923238476
"325",325,0.123290590185253
"326",326,0.135647327596509
"327",327,0.145414702537341
"328",328,0.178241938313396
"329",329,0.164544971022412
"330",330,0.181172589035866
"331",331,0.197713534453145
"332",332,0.182517168086782
"333",333,0.181710781095638
"334",334,0.15816139994294
"335",335,0.133684369495143
"336",336,0.126019025377996
"337",337,0.125447210316755
"338",338,0.136379236953932
"339",339,0.162627802549914
"340",340,0.122033628967115
"341",341,0.116052453817705
"342",342,0.114017666044226
"343",343,0.133461151511716
"344",344,0.113668643623487
"345",345,0.124838936001657
"346",346,0.144440979093752
"347",347,0.129681296192546
"348",348,0.134399418575484
"349",349,0.193557545430745
"350",350,0.208611898750866
"351",351,0.13362614738316
"352",352,0.117898026119208
"353",353,0.151277337246056
"354",354,0.174617968596024
"355",355,0.144495676520082
"356",356,0.152109902249793
"357",357,0.163444272628559
"358",358,0.173565804813466
"359",359,0.195195112097994
"360",360,0.142853935255539
"361",361,0.117164891589333
"362",362,0.137622218490467
"363",363,0.162960716334345
"364",364,0.155700150940365
"365",365,0.137025230695077
